OBJECTID,ID,Name,LastUpdated,Area,Length
52,154403,Yealm,12/20/2016 3:39:18 PM,566284.454695702,9203.66395643126
53,197416,Bridford Wood & Teign Valley Woods,12/20/2016 3:39:18 PM,566286.576383591,6502.29171253281
54,40806,Shervage Wood (The Quantocks),12/20/2016 3:39:18 PM,565891.014522552,4395.11227107785
55,297830,Godolphin,12/20/2016 3:39:18 PM,566023.036552429,3072.96388253266
56,145815,Bridford Wood & Teign Valley Woods,12/20/2016 3:39:18 PM,563708.227273941,6043.14936079777
57,43483,Pencarrow Head Lantic Bay Lantivet Bay,12/20/2016 3:39:18 PM,553641.612928391,12867.231405381
58,296589,Killerton,12/20/2016 3:39:18 PM,524429.581735611,4120.24687828276
59,42407,Plymbridge Woods,12/20/2016 3:39:18 PM,507885.401807785,7327.07874244695
60,158749,Coombe (Morwenstow),12/20/2016 3:39:18 PM,522312.394163132,8026.17339101163
61,41087,Brownsham,12/20/2016 3:39:18 PM,503193.927659988,7831.92228352572
62,40083,Shute Shelve Hill,12/20/2016 3:39:18 PM,24532.7442321777,1365.27812756314
63,40813,Willoughby Cleeve (The Quantocks),12/20/2016 3:39:18 PM,478048.130466461,3062.67248096299
64,296590,Killerton,12/20/2016 3:39:18 PM,487877.792915344,3546.0438069805
65,297802,St Just Sites,12/20/2016 3:39:18 PM,485425.040019751,7819.9637477497
66,41231,Torrs Walk,12/20/2016 3:39:18 PM,483111.105236053,5261.50447974621
67,44613,Bridford Wood & Teign Valley Woods,12/20/2016 3:39:18 PM,451205.595838547,5819.59848655942
68,41227,Baggy Point Morte Bay,12/20/2016 3:39:18 PM,455583.199520111,10216.1903093082
69,164918,Coverack,12/20/2016 3:39:18 PM,456596.798223257,7146.1576609449
70,40899,Broomfield Hill,12/20/2016 3:39:18 PM,448017.345031738,3569.66774541043
71,42079,Valley of the Little Dart,12/20/2016 3:39:18 PM,435613.746009827,5695.91505370071
72,296044,Little Hangman,12/20/2016 3:39:18 PM,433789.647975922,5369.09656016988
73,126209,Boscastle,12/20/2016 3:39:18 PM,424421.49584198,5095.85562897117
74,195067,Wembury Bay & Cliffs,12/20/2016 3:39:18 PM,416797.291284561,6917.20584106868
75,296091,Cradrock Point,12/20/2016 3:39:18 PM,412136.699634552,7226.64846107997
76,41064,Maer Cliff,12/20/2016 3:39:18 PM,408065.27296257,2968.34154596362
77,155622,Lambert's Castle Hill,12/20/2016 3:39:18 PM,395058.646608353,3569.66477167609
78,164841,Gerrans and Veryan Bays,12/20/2016 3:39:18 PM,390963.532551765,8918.20129989177
79,155651,Golden Cap,12/20/2016 3:39:18 PM,383359.240942001,5114.95615501602
80,41229,Flat Point,12/20/2016 3:39:18 PM,365266.234874725,4145.57090069132
81,165250,Lizard Point,12/20/2016 3:39:18 PM,357684.697558403,4148.71870567923
82,155672,Ringstead Bay,12/20/2016 3:39:18 PM,232680.667572021,4508.31405573377
83,163089,Newquay to Trevose,12/20/2016 3:39:18 PM,354699.929228783,5954.9898341173
84,155638,Corfe Castle,12/20/2016 3:39:18 PM,347616.239236832,2807.55998001676
85,42588,Coleton Fishacre Estate Coastline,12/20/2016 3:39:18 PM,343965.709755898,8661.44205182705
86,41711,Heddon's Mouth Invention Wood,12/20/2016 3:39:18 PM,346108.512439728,4525.40297762932
87,297405,Trelissick,12/20/2016 3:39:18 PM,342376.326816082,5664.50422656713
88,165342,St Levan Sites,12/20/2016 3:39:18 PM,333452.937494755,5801.89211003118
89,296588,Killerton,12/20/2016 3:39:18 PM,332235.012872696,2623.52477752854
90,42481,Little Dartmouth,12/20/2016 3:39:18 PM,332857.33190155,6528.55129643382
91,165297,Zennor Sites,12/20/2016 3:39:18 PM,327846.212141991,3004.72769137288
92,155650,Hod Hill,12/20/2016 3:39:18 PM,305649.438598633,2224.0037630854
93,166122,Lanhydrock,12/20/2016 3:39:18 PM,326761.330999374,3096.22681986548
94,41689,North Cleave Cliffs,12/20/2016 3:39:18 PM,322570.926624298,4357.13322130597
95,166123,Lanhydrock,12/20/2016 3:39:18 PM,315580.390706062,3492.6081077928
96,296957,Polperro,12/20/2016 3:39:18 PM,304572.333164215,6164.23276935382
97,155673,Eggardon Hill,12/20/2016 3:39:18 PM,197672.901809692,2135.89141252668
98,155660,Ringstead Bay,12/20/2016 3:39:18 PM,65940.4569358826,1310.75533056163
99,296210,Welcombe,12/20/2016 3:39:18 PM,291076.262636185,5392.85596476274
100,44604,Bradley Manor,12/20/2016 3:39:18 PM,281207.973863602,3889.50382913252
101,41097,Beckland Cliff,12/20/2016 3:39:18 PM,284419.347942352,4371.67741092855
102,126218,Fowey,12/20/2016 3:39:18 PM,283593.105156898,3450.74497388528
103,126216,Erth Barton and Erth Island,12/20/2016 3:39:18 PM,271115.747092247,2288.54627437005
104,165236,Penrose,12/20/2016 3:39:18 PM,273658.840147257,8903.88042770084
105,165261,St Michael's Mount,12/20/2016 3:39:18 PM,273185.699625969,5832.62603434024
106,293968,Golden Cap,12/20/2016 3:39:18 PM,272696.71096611,2808.50379203042
107,155671,West Bexington and Cogden,12/20/2016 3:39:18 PM,240825.25929451,3401.00630511508
108,40616,Cley Hill,12/20/2016 3:39:18 PM,268743.864295959,2734.96846074804
109,42625,Tregardock & Tregonnick Point,12/20/2016 3:39:18 PM,268543.564720154,4674.17744132271
110,116532,Pepper Box Hill,12/20/2016 3:39:18 PM,122686.258472443,1995.73394750388
111,156242,The Gannel,12/20/2016 3:39:18 PM,264695.914634705,5693.41283997312
112,44871,Orcombe & Prattshayes Exmouth,12/20/2016 3:39:18 PM,259244.119911194,4127.03356062782
113,165274,Trencrom Hill,12/20/2016 3:39:18 PM,252222.618157864,2302.69645531037
114,296040,Watersmeet,12/20/2016 3:39:18 PM,252317.674419403,6867.86676941708
115,296039,Watersmeet,12/20/2016 3:39:18 PM,241952.754558563,4578.13436990566
116,165344,St Just Sites,12/20/2016 3:39:18 PM,242343.521337748,3643.63369998196
117,165220,St Agnes,12/20/2016 3:39:18 PM,238176.938114166,3052.78112102114
118,155644,Corfe Castle,12/20/2016 3:39:18 PM,241385.62279892,2197.67966306295
119,40692,Dumpdon Hill Luppitt,12/20/2016 3:39:18 PM,233939.652059555,2382.23791539495
120,42275,Killerton Estate Paradise Copse,12/20/2016 3:39:18 PM,229850.394676208,2663.75123451271
121,45134,Prawle Point,12/20/2016 3:39:18 PM,229952.141785622,3380.20613634351
122,42156,Grabbist Hill,12/20/2016 3:39:18 PM,274546.248249054,2607.06916574178
123,45017,Cadsonbury,12/20/2016 3:39:18 PM,225920.882881165,2230.93013469773
124,165290,Zennor,12/20/2016 3:39:18 PM,225984.525063515,3012.79489182439
125,297798,St Just Sites,12/20/2016 3:39:18 PM,222533.612217426,3411.20367782711
126,42599,Higher Brownstone Farm Coastline,12/20/2016 3:39:18 PM,216788.73565197,4033.83825665608
127,165345,St Just Sites,12/20/2016 3:39:18 PM,214346.484634876,2132.02938303421
128,155629,Purbeck,12/20/2016 3:39:18 PM,213310.263824463,2209.70305908146
129,40694,Blackdown Hills,12/20/2016 3:39:18 PM,242064.851764679,2098.71761035758
130,165907,Lansallos Cliff,12/20/2016 3:39:18 PM,205856.636044502,3615.33921339409
131,44458,Burchetts Wood & Beechwood Copse,12/20/2016 3:39:18 PM,202731.8686409,2914.85987030488
132,194632,Goodameavy,12/20/2016 3:39:18 PM,198236.266065598,2352.43424227006
133,164844,The Roseland,12/20/2016 3:39:18 PM,195173.70980978,3836.56952427772
134,164861,Rosemullion Head,12/20/2016 3:39:18 PM,196224.441151142,2445.59950628072
135,164950,Cadgwith and Poltesco,12/20/2016 3:39:18 PM,190581.173717976,4580.64434762873
136,154434,Woodcombe Point,12/20/2016 3:39:18 PM,187098.724624634,2864.97817638618
137,189302,Ivy Thorn & Walton Hills,12/20/2016 3:39:18 PM,183024.051055908,2715.89771833822
138,164838,Trelissick,12/20/2016 3:39:18 PM,179583.532068253,2397.19952834891
139,165307,Zennor Sites,12/20/2016 3:39:18 PM,169568.491095543,3210.70223835216
140,297403,Trelissick,12/20/2016 3:39:18 PM,170857.970893383,4751.03876452283
141,42274,Killerton Estate White Down Copse,12/20/2016 3:39:18 PM,168664.076475143,3148.62138076567
142,166120,Lanhydrock,12/20/2016 3:39:18 PM,165491.354656219,2181.36271960595
143,296274,Lanhydrock,12/20/2016 3:39:18 PM,166428.878927231,2900.78764121477
144,165227,Carvannel,12/20/2016 3:39:18 PM,164040.444347382,4219.63842779185
145,296958,Polperro,12/20/2016 3:39:18 PM,162692.495154381,3429.42513369551
146,225186,Bathwick Wood,12/20/2016 3:39:18 PM,157324.761779785,1996.0647293756
147,43350,Hall Walk Lanteglos,12/20/2016 3:39:18 PM,156296.376393318,3803.90274157322
148,165296,Zennor Sites,12/20/2016 3:39:18 PM,148478.23521328,1853.43517316274
149,155647,Pilsden Pen,12/20/2016 3:39:18 PM,145919.291755676,1708.85559414218
150,45137,Gammon Head,12/20/2016 3:39:18 PM,144515.285188675,2871.47688188439
151,41077,Vicarage Cliff Morwenstow,12/20/2016 3:39:18 PM,147749.408834457,4326.43390521365
152,126217,Erth Barton and Erth Island,12/20/2016 3:39:18 PM,146724.564339638,3346.88293017384
153,126152,Lanhydrock,12/20/2016 3:39:18 PM,144070.779054642,2913.38203559684
154,165294,Zennor Sites,12/20/2016 3:39:18 PM,143434.997352123,3125.56840670792
155,296609,Cadsonbury,12/20/2016 3:39:18 PM,136273.435112953,3179.13772647771
156,297237,Cubert and The Kelseys,12/20/2016 3:39:18 PM,139945.422448158,3511.6767305489
157,297639,Coverack,12/20/2016 3:39:18 PM,139175.14972353,2489.49812732455
158,165283,Pen Enys Point,12/20/2016 3:39:18 PM,134276.419893265,2031.08252620346
159,165258,Godolphin,12/20/2016 3:39:18 PM,128171.121378183,2369.76187338914
160,297666,Levant Mine and Beam Engine,12/20/2016 3:39:18 PM,129621.376021385,2067.04889522895
161,296732,Ethy,12/20/2016 3:39:18 PM,124309.059798241,3054.84609841277
162,164839,Gerrans and Veryan Bays,12/20/2016 3:39:18 PM,120908.328223228,2954.66902524709
163,295861,Zennor Sites,12/20/2016 3:39:18 PM,120590.079233646,2610.87464073421
164,297610,North Helford,12/20/2016 3:39:18 PM,104393.216003895,3231.60633353468
165,194754,Killerton Estate Danes Wood & Cross,12/20/2016 3:39:18 PM,116733.024908066,1652.82418171041
166,117158,Land at Heddons Valley,12/20/2016 3:39:18 PM,118753.139873505,1744.92104504593
167,41210,Morte Field Morte Bay,12/20/2016 3:39:18 PM,118124.098155975,1769.16768318399
168,296061,Countisbury Hill,12/20/2016 3:39:18 PM,119304.124401093,2797.9830315642
169,40256,Glastonbury Tor,12/20/2016 3:39:18 PM,160061.565685272,2541.84960664703
170,116517,Figsbury Ring,12/20/2016 3:39:18 PM,111611.021057129,1328.72040476954
171,163086,Newquay to Trevose,12/20/2016 3:39:18 PM,109389.40354538,2083.98331041809
172,42624,Trebarwith Strand,12/20/2016 3:39:18 PM,108587.01691246,2177.05425861037
173,296042,Watersmeet,12/20/2016 3:39:18 PM,107579.785797119,1630.42586742413
174,155653,Lewesdon Hill,12/20/2016 3:39:18 PM,110558.842220306,1559.05992350227
175,164840,Gerrans and Veryan Bays,12/20/2016 3:39:18 PM,103565.95636034,3403.66777980697
176,294081,Golden Cap,12/20/2016 3:39:18 PM,105801.568273544,1777.09474149076
177,155645,Golden Cap,12/20/2016 3:39:18 PM,77586.7151145935,2263.08410568509
178,126009,Burchetts Wood & Beechwood Copse,12/20/2016 3:39:18 PM,100030.486619949,1603.96631719879
179,43910,Higher Town Farm or Trevarder Farm,12/20/2016 3:39:18 PM,101206.444890022,3831.39924682062
180,155675,West Bexington,12/20/2016 3:39:18 PM,100354.414453506,2088.43700049585
181,177375,Pendarves Point,12/20/2016 3:39:18 PM,97686.1666574478,1837.9737215979
182,165289,Zennor,12/20/2016 3:39:18 PM,97639.8915176392,1543.43840134453
183,297822,St Levan Sites,12/20/2016 3:39:18 PM,98931.3310146332,1897.97177954959
184,295914,Mullion and Poldhu,12/20/2016 3:39:18 PM,94231.8724033833,4447.25230484618
185,296585,Little Haldon,12/20/2016 3:39:18 PM,93707.4746227264,1358.9833423028
186,155640,Corfe Castle,12/20/2016 3:39:18 PM,95134.192522049,2959.88711859892
187,45015,Branscombe,12/20/2016 3:39:18 PM,91117.2155246735,6358.66066352601
188,296031,Lizard Point,12/20/2016 3:39:18 PM,89601.7410465479,2266.63325695854
189,297597,The Roseland,12/20/2016 3:39:18 PM,89063.8802728653,2644.12353591698
190,165281,Hor Point,12/20/2016 3:39:18 PM,84783.1575517654,1615.69661658702
191,117843,Branscombe,12/20/2016 3:39:18 PM,62166.7681388855,1428.55605666482
192,187803,Kingston Lacy Pamphill Green,12/20/2016 3:39:18 PM,79120.8340072632,1437.78288862565
193,40360,Tor Hill,12/20/2016 3:39:18 PM,76975.1227531433,1588.06294868332
194,44453,Bodigga Cliff Nr Looe,12/20/2016 3:39:18 PM,77964.1447277069,1636.16052032959
195,293969,Golden Cap,12/20/2016 3:39:18 PM,77277.1911678314,1267.91888248989
196,296713,Watersmeet,12/20/2016 3:39:18 PM,76741.0885696411,1942.39756739595
197,297641,Coverack,12/20/2016 3:39:18 PM,76463.3019468784,1702.20493188641
198,41716,Woody Bay Estate,12/20/2016 3:39:18 PM,71478.2000656128,2503.72615120169
199,41067,Northcott Mouth,12/20/2016 3:39:18 PM,74044.9049491882,1274.65119298509
200,40685,Combe Wood,12/20/2016 3:39:18 PM,70397.3301906586,1205.75163916334
201,44591,Little Haldon,12/20/2016 3:39:18 PM,68140.6925735474,2200.33047177676
202,41110,Kipling Tors Westward Ho,12/20/2016 3:39:18 PM,70384.2933540344,1701.37015239195
203,43520,Pont Pill Lanteclos Fowey,12/20/2016 3:39:18 PM,68216.5902957916,1595.58365079795
204,165259,Mounts Bay,12/20/2016 3:39:18 PM,67978.3461370468,1644.7499997532
205,165310,Zennor Sites,12/20/2016 3:39:18 PM,68823.2519078255,1240.61545201426
206,296030,Lizard Point,12/20/2016 3:39:18 PM,67519.8786656857,3321.14570256181
207,116528,Dinton Park and Philipps House,12/20/2016 3:39:18 PM,28164.1335906982,1267.77626453808
208,116526,Dinton Park and Philipps House,12/20/2016 3:39:18 PM,60797.7468032837,1959.64512828072
209,42627,Port Gaverne,12/20/2016 3:39:18 PM,63414.1021976471,5509.00454057203
210,164833,Trelissick,12/20/2016 3:39:18 PM,62953.2079691887,1305.35154169755
211,296110,Holne Woods,12/20/2016 3:39:18 PM,68803.7774162292,1956.65413202216
212,40927,Brent Knoll,12/20/2016 3:39:18 PM,61583.0644798279,1185.89161650697
213,147766,Milfordleigh,12/20/2016 3:39:18 PM,62843.0965194702,1563.22891987413
214,214718,Combe Park (Lynton),12/20/2016 3:39:18 PM,60281.2363891602,1597.13417184674
215,41641,East Challacombe Farm,12/20/2016 3:39:18 PM,61504.3457374573,1342.24408827227
216,297829,St Levan Sites,12/20/2016 3:39:18 PM,62790.2272539139,2290.84428043271
217,206387,Newdowns Head,12/20/2016 3:39:18 PM,58886.0956029892,1457.84922030078
218,165257,Godolphin,12/20/2016 3:39:18 PM,57546.2711982727,1401.1865684306
219,116976,Coombe or Stowe Barton,12/20/2016 3:39:18 PM,49089.7102336884,1114.73660004038
220,196321,Lanledra Maenease Point Gorran,12/20/2016 3:39:18 PM,52750.3093118668,1338.28682488324
221,296026,Lizard Point,12/20/2016 3:39:18 PM,47049.501288414,1217.76794102221
222,296268,Lanhydrock,12/20/2016 3:39:18 PM,51271.8237895966,1067.47976673765
223,42489,Gallants Bower,12/20/2016 3:39:18 PM,49650.7715053558,936.779361636591
224,195304,Combe Park (Lynton),12/20/2016 3:39:18 PM,50251.4402694702,1346.45783871571
225,154397,Yealm,12/20/2016 3:39:18 PM,48753.8799695969,1450.21538572946
226,45918,Black Head,12/20/2016 3:39:18 PM,47228.5289983749,993.557487490006
227,296041,Watersmeet,12/20/2016 3:39:18 PM,49434.2291717529,962.406720329217
228,297649,Cadgwith and Poltesco,12/20/2016 3:39:18 PM,46868.5447888374,1760.71905159009
229,155666,Ringstead Bay,12/20/2016 3:39:18 PM,46199.3236751556,1232.18195697887
230,165240,Mullion and Poldhu,12/20/2016 3:39:18 PM,42596.0070874691,1402.65771122719
231,117162,Woody Bay Estate,12/20/2016 3:39:18 PM,38587.9714012146,1127.73313701131
232,166190,Lanhydrock,12/20/2016 3:39:18 PM,41411.2039413452,1122.24493157821
233,43349,Fowey Land,12/20/2016 3:39:18 PM,42258.8324356079,1170.74232900914
234,164963,Lizard Point,12/20/2016 3:39:18 PM,40252.7229254246,1941.54961174345
235,177349,Cadgwith and Poltesco,12/20/2016 3:39:18 PM,38568.4050483704,1562.82502208481
236,165343,St Levan Sites,12/20/2016 3:39:18 PM,41273.1915209293,1015.35263528703
237,296731,Lanhydrock,12/20/2016 3:39:18 PM,41460.5848093033,876.027059768882
238,297614,South Helford,12/20/2016 3:39:18 PM,38734.087076664,1259.39392747902
239,40918,Burrow Mump,12/20/2016 3:39:18 PM,36722.0682487488,767.564080958032
240,117942,Sid Meadows Sidmouth,12/20/2016 3:39:18 PM,24244.1135864258,1101.81813870765
241,126045,Southdown Farm Coleton Fishacre Estate,12/20/2016 3:39:18 PM,37873.3742866516,1176.50454094929
242,297806,St Just Sites,12/20/2016 3:39:18 PM,38389.3550806046,806.390502004588
243,44875,Rockbeare Hill,12/20/2016 3:39:18 PM,32856.2961959839,712.831574399665
244,159737,West Exmoor Coast,12/20/2016 3:39:18 PM,31999.6696777344,1031.06472852464
245,164962,Cadgwith and Poltesco,12/20/2016 3:39:18 PM,33945.9271991253,1259.52598135
246,296591,Prickly Pear,12/20/2016 3:39:18 PM,33077.41639328,746.200453837071
247,296959,Looe to Plymouth,12/20/2016 3:39:18 PM,33670.5103130341,1570.55907192989
248,116531,Pepper Box Hill,12/20/2016 3:39:18 PM,32558.5020828247,1023.8858543841
249,117631,Killerton Estate Danes Wood & Cross,12/20/2016 3:39:18 PM,27984.8924026489,1109.45506617569
250,156234,Camel Estuary,12/20/2016 3:39:18 PM,26595.3994178772,700.357487713739
251,164959,Cadgwith and Poltesco,12/20/2016 3:39:18 PM,25880.8092188835,1016.69833813779
252,165288,Treveal Point,12/20/2016 3:39:18 PM,26986.746694088,1083.43617999692
253,296606,Tintagel,12/20/2016 3:39:18 PM,28682.0516147614,1237.1210006415
254,297607,North Helford,12/20/2016 3:39:18 PM,27606.5305185318,962.066216909465
255,199853,Lambert's and Coney's Castle,12/20/2016 3:39:18 PM,25626.8119468689,905.885897046836
256,117953,Bridford Wood & Teign Valley Woods,12/20/2016 3:39:18 PM,25305.6892337799,929.163094553123
257,41687,Holdstone Down,12/20/2016 3:39:18 PM,25837.0789070129,1354.17748465897
258,44638,Clematon Hill Bigbury-on-Sea,12/20/2016 3:39:18 PM,22841.9580345154,816.88311760108
259,125957,Pont Pill Lanteclos Fowey NT,12/20/2016 3:39:18 PM,24250.3129205704,1055.14060690403
260,43478,St. Saviour's Point,12/20/2016 3:39:18 PM,24236.7899370193,808.761348562097
261,177372,The Kelseys,12/20/2016 3:39:18 PM,26136.0515031815,1020.71789435973
262,296271,Lanhydrock,12/20/2016 3:39:18 PM,23076.303937912,631.410745516163
263,297667,Levant Mine and Beam Engine,12/20/2016 3:39:18 PM,22577.6851119995,1326.01015834335
264,297804,St Just Sites,12/20/2016 3:39:18 PM,22694.5605049133,1036.81525133055
265,40018,Crook Hill (Beaminster),12/20/2016 3:39:18 PM,24271.650302887,700.192389203203
266,165280,Porthminster Point,12/20/2016 3:39:18 PM,19001.9726142883,1008.06851549882
267,165339,St Levan Sites,12/20/2016 3:39:18 PM,22030.0137996674,1106.78226894374
268,296204,Brownsham,12/20/2016 3:39:18 PM,21595.5491142273,1299.71249274039
269,296592,Prickly Pear,12/20/2016 3:39:18 PM,18958.7461147308,715.265168138598
270,116513,White Barrow,12/20/2016 3:39:18 PM,19341.165977478,595.288430883177
271,44566,Lympstone,12/20/2016 3:39:18 PM,17896.9979839325,635.027205039752
272,165241,Mullion and Poldhu,12/20/2016 3:39:18 PM,17018.4658401012,622.996503928854
273,295913,Mullion and Poldhu,12/20/2016 3:39:18 PM,16992.9415612221,921.36733346186
274,297238,Cubert and The Kelseys,12/20/2016 3:39:18 PM,14551.8038959503,763.701214948983
275,40380,The Cerne Giant,12/20/2016 3:39:18 PM,13827.9594573975,489.690491012844
276,40916,Red Hill (Sedgemoor & Athelney),12/20/2016 3:39:18 PM,10511.2464942932,597.145298369544
277,40968,Monks Steps,12/20/2016 3:39:18 PM,10495.1947555542,542.740427732058
278,117164,Woody Bay Estate,12/20/2016 3:39:18 PM,11235.8560676575,585.689084860965
279,159637,West Exmoor Coast,12/20/2016 3:39:18 PM,10961.2616233826,643.988618674387
280,41220,Combegate Beach Morte Bay,12/20/2016 3:39:18 PM,11150.9733200073,1169.6375885265
281,117660,Northcott Mouth,12/20/2016 3:39:18 PM,12660.9967155457,492.277581008445
282,296083,Woodcombe Sand,12/20/2016 3:39:18 PM,10778.3768405914,494.196257743689
283,296273,Lanhydrock,12/20/2016 3:39:18 PM,11246.0621290207,1048.75004556488
284,296604,Boscastle,12/20/2016 3:39:18 PM,10341.4536895752,432.995948623188
285,297670,St Just Sites,12/20/2016 3:39:18 PM,13705.7250213623,861.932927057811
286,155669,Hardy Mounument,12/20/2016 3:39:18 PM,7942.9317035675,322.367958738822
287,117946,Lympstone,12/20/2016 3:39:18 PM,9405.09349441528,418.163390490999
288,159638,West Exmoor Coast,12/20/2016 3:39:18 PM,7859.26790618896,387.232992979266
289,165242,Mullion and Poldhu,12/20/2016 3:39:18 PM,6942.74834895134,438.980265707362
290,165244,Predannack and Kynance,12/20/2016 3:39:18 PM,7670.33759999275,416.698410182809
291,165245,Predannack and Kynance,12/20/2016 3:39:18 PM,7964.78957009315,454.012765309964
292,165305,Zennor Sites,12/20/2016 3:39:18 PM,9853.72619104385,821.893399882485
293,296043,West Exmoor Coast,12/20/2016 3:39:18 PM,6363.17630767822,368.31982739843
294,296073,Yealm Estate Ferry Wood & Fordhill Pltn,12/20/2016 3:39:18 PM,8468.57628059387,1601.67347853484
295,296960,Pentire Head to Port Quin,12/20/2016 3:39:18 PM,8597.4732170105,422.897747419157
296,40165,Turn Hill (Sedgemoor & Athelney),12/20/2016 3:39:18 PM,4862.64012527466,486.737604213426
297,42277,Killerton Estate New Buildings Broadcyst,12/20/2016 3:39:18 PM,3071.4854183197,365.410926806167
298,126134,Bolt Head to Bolt Tail (Salcombe),12/20/2016 3:39:18 PM,2571.77912712097,235.773727486107
299,117149,Holdstone Down NT,12/20/2016 3:39:18 PM,4551.62582778931,603.653774704894
300,117152,Holdstone Down,12/20/2016 3:39:18 PM,5599.97267913818,653.455782533162
301,41107,Mount Pleasant Clovelly,12/20/2016 3:39:18 PM,3682.00343704224,299.019335680483
